name,free_bikes,empty_slots,slots,altitude,ebikes,has_ebikes,normal_bikes,payment,payment-terminal,renting,returning,uid,last_updated,address,timestamp,latitude,longitude,id
Broadview Ave / Westwood Ave,2,21,23,0.0,2,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7350,1670103680,Broadview Ave/ Westwood Ave,2022-12-03T21:42:40.525000Z,43.6848652,-79.356602,a7ca61373064c6581461132f1ae050de
Fulton Ave / Pape Ave,9,10,19,0.0,0,True,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7353,1670103554,Fulton Ave / Pape Ave,2022-12-03T21:42:40.525000Z,43.68395,-79.347046,62a1c39596c3d512dfa04f1d29b81035
Cosburn Ave / Donlands Ave,0,18,19,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7352,1670103681,Cosburn Ave / Donlands Ave,2022-12-03T21:42:40.526000Z,43.690537,-79.341307,b960be1eba97f5aefc6ad39ecc93cb11
Beltline Trail / Chaplin Cres.,3,12,15,0.0,0,True,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7355,1670103723,Beltline Trail / Chaplin Cres.,2022-12-03T21:42:40.527000Z,43.704461,-79.423122,908b17c0d06011373777bace0a3cd74c
Lake Shore Blvd E / Leslie St,15,3,19,0.0,0,True,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7357,1670103576,Lake Shore Blvd E / Leslie St,2022-12-03T21:42:40.529000Z,43.659195,-79.329196,d2ce6ae839b7df2c912ab140253a5574
King St E / Ontario St.,14,0,14,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7356,1670103596,King St E / Ontario St.,2022-12-03T21:42:40.530000Z,43.651885,-79.3649,1d35b8fd44d73aabbb39f6e142ee3e7e
Rosedale Park (20 Schofield Ave),1,22,23,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7359,1670103734,Rosedale Park (20 Schofield Ave),2022-12-03T21:42:40.530000Z,43.682645,-79.377557,72de8a8e0a0966768f8115d755532e4c
Mary McCormick Rec Centre (Sheridan Ave),7,7,15,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7210,1670103577,Mary McCormick Rec Centre (Sheridan Ave),2022-12-03T21:42:40.537000Z,43.6475,-79.43305555555555,4c18c44e6f93e57321d327124945cb19
Soho St / Queen St W,6,1,7,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7217,1670103531,Soho St. / Queen St W,2022-12-03T21:42:40.539000Z,43.6494896,-79.393535,65b3d69f8a07aec4897e485e2ccb1461
Davenport Rd / Lansdowne Ave,5,12,19,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7326,1670103665,Davenport Rd / Landsdowne Rd,2022-12-03T21:42:40.553000Z,43.671526,-79.44874,071b427d1f3f600d6b9f35ca6576ebe2
Front St W / University Ave (1),9,8,18,0.0,0,True,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7320,1670103720,Front St W / University Ave (1),2022-12-03T21:42:40.557000Z,43.6451635,-79.3831757,cc38e99861bed2afea72ec6211fecdbf
Front St W / University Ave (2),8,9,19,0.0,0,True,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7321,1670103542,Front St W / University Ave (2),2022-12-03T21:42:40.557000Z,43.6452972,-79.3827914,08b57a79795bbd49a15e4a3692ee924f
457 King St. W. at Spadina,15,2,19,0.0,0,True,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7323,1670103744,457 King St W.,2022-12-03T21:42:40.559000Z,43.6452091,-79.3960744,fe806cf907683c67f4d2899eb4123f00
Dufferin St / Sylvan Av (Dufferin Grove Park),14,5,19,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7150,1670103727,Dufferin St / Sylvan Av (Dufferin Grove Park),2022-12-03T21:42:40.560000Z,43.6555556,-79.43361111111112,dad51db43939490092b81d8cea72e018
Roxborough St W / Yonge St,9,8,17,0.0,0,True,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7328,1670103719,Roxborough St W / Yonge St,2022-12-03T21:42:40.561000Z,43.678077,-79.390328,d1327be417a65e26c8bb501ea3e43a2b
Crawford St / Queen St W,17,2,19,0.0,0,True,17,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7329,1670103736,Crawford St / Queen St W,2022-12-03T21:42:40.562000Z,43.645665,-79.415345,d06ed2c21f6ff4e4cbc77b64e65bd801
Lisgar St / Dundas St SMART,7,1,8,0.0,0,True,7,"['key', 'transitcard', 'phone']",False,1,1,7368,1670103554,Lisgar St / Dundas St SMART,2022-12-03T21:42:40.562000Z,43.6493472,-79.42668,97db697b7ef7a4de9ca17b9bd037e80f
Dupont St / Emerson Ave SMART,4,12,16,0.0,0,True,4,"['key', 'transitcard', 'phone']",False,1,1,7369,1670103706,Dupont St / Emerson Ave  SMART,2022-12-03T21:42:40.563000Z,43.667266,-79.443946,cd0aff4c531b3ee2eb6329e4bee7839a
Dundas St E / Regent Park Blvd,9,16,27,0.0,0,True,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7100,1670103524,Dundas St E / Regent Park Blvd,2022-12-03T21:42:40.564000Z,43.660207,-79.361275,789f216e52af17d73307365401bb9109
Lower Sherbourne St / The Esplanade,19,7,27,0.0,0,True,19,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7101,1670103669,Lower Sherbourne St / The Esplanade,2022-12-03T21:42:40.565000Z,43.648655,-79.367061,9c5b6e6af1002ebba73b6be3039e78a2
Nelson St / Duncan St,28,0,31,0.0,0,True,28,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7102,1670103537,Nelson St / Duncan St,2022-12-03T21:42:40.566000Z,43.648711,-79.389728,ceb52586adc7097b47183068a3d24862
Jimmie Simpson Park (Queen St E),12,3,15,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7103,1670103520,Jimmie Simpson Park (Queen St E),2022-12-03T21:42:40.566000Z,43.6605603,-79.3437663,4b5b510307e10e878321a5eaa419c976
Queen St E / Sackville St,14,1,15,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7105,1670103480,Queen St E / Sackville St,2022-12-03T21:42:40.579000Z,43.6561111,-79.36138888888888,ed77bb45e5a6964a4b94c780d5c21584
Mill St / Tannery Rd,30,8,39,0.0,0,True,30,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7106,1670103711,Mill St / Tannery Rd,2022-12-03T21:42:40.580000Z,43.652219,-79.354455,419d42f093b90ba03bd31b21039ff5f0
Cherry St / Distillery Ln,13,1,15,0.0,0,True,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7107,1670103491,Cherry St / Distillery Ln,2022-12-03T21:42:40.583000Z,43.650279,-79.356832,b3fca97a4a4308fefb648b6815e3907d
Front St E / Cherry St,15,0,15,0.0,0,True,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7108,1670103706,Front St E / Cherry St,2022-12-03T21:42:40.584000Z,43.652686,-79.358395,15e76731635f7e3ac4484228bc8f60ad
Queen St W / Spadina Ave,8,0,11,0.0,0,True,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7069,1670103683,Queen St W / Spadina Ave,2022-12-03T21:42:40.599000Z,43.649147,-79.395504,17b0d8ca1c69eca14d3173c15fa144e4
Yonge St / Harbour St,20,15,39,0.0,0,True,20,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7067,1670103739,Yonge St / Harbour St,2022-12-03T21:42:40.601000Z,43.643795,-79.375413,6e85452c2c8acbdaa8f298911d9996ec
Willcocks St / St. George St,1,16,17,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7066,1670103664,Willcocks St / St. George St,2022-12-03T21:42:40.601000Z,43.662085,-79.397735,c4077147fd13aa009cb7f1a59b0f8178
Dundas St E / Parliament St,3,10,15,0.0,0,True,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7065,1670103657,Dundas St E / Parliament St,2022-12-03T21:42:40.602000Z,43.659575,-79.365769,b894ec8d0d8ab0f3a9bf708ee4c90d14
51 Parliament St,19,0,19,0.0,0,True,19,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7064,1670103729,51 Parliament St,2022-12-03T21:42:40.603000Z,43.65205,-79.362198,771cba7a53aa4e47d29c790c9190ef40
Queen's Park / Bloor St W,2,16,19,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7063,1670103611,Queen's Park / Bloor St W,2022-12-03T21:42:40.604000Z,43.668456,-79.393899,195c1a917f697ab4b4fb52431e921423
Fort York Blvd / Bathurst St SMART,11,9,20,0.0,0,True,11,"['key', 'transitcard', 'phone']",False,1,1,7366,1670103558,Fort York Blvd / Bathurst St SMART,2022-12-03T21:42:40.607000Z,43.639052,-79.399792,e67960ae2a91a3adf6adf65a92dfd09f
Alma Ave / Gladstone Ave SMART,13,3,16,0.0,0,True,13,"['key', 'transitcard', 'phone']",False,1,1,7367,1670103699,Alma Ave / Gladstone Ave SMART,2022-12-03T21:42:40.607000Z,43.6448617,-79.42822,4b7f75302d4eec9130e1e486ba486571
College St / Markham St,5,13,19,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7199,1670103546,College St / Markham St,2022-12-03T21:42:40.623000Z,43.6563888888889,-79.4091666666667,8362e07e9e4d9c67eb283cae15684c8e
Queen St W / Cowan Ave,10,7,19,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7198,1670103525,Queen St W / Cowan Ave,2022-12-03T21:42:40.624000Z,43.6409,-79.432837,b457bbc38d074d5a3ea939b4d6e0d873
Queen St W / Gladstone Ave,19,3,23,0.0,0,True,19,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7193,1670103674,Queen St W / Gladstone Ave,2022-12-03T21:42:40.624000Z,43.6430555555556,-79.4275,990ad68fbc0ee51080e8e34b4f6aa917
Harbord St / Clinton St,2,12,15,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7192,1670103727,Harbord St / Clinton St,2022-12-03T21:42:40.625000Z,43.660414,-79.415646,1e01daecd9b52d95d82346c5c81d2ba0
Central Tech  (Harbord St),2,9,11,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7191,1670103720,Central Tech (Harbord St),2022-12-03T21:42:40.626000Z,43.661975,-79.407896,82051b9dc79b4b401acc0872abc734a9
Roxton Rd / Harbord St,0,10,11,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7196,1670103567,Roxton Rd / Harbord St,2022-12-03T21:42:40.628000Z,43.65905,-79.422988,4504736e6ccb393e9f89000f91479688
Ulster St / Bathurst St,4,7,11,0.0,0,True,4,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7195,1670103478,Ulster St / Bathurst St,2022-12-03T21:42:40.630000Z,43.66,-79.4088888888889,b4e20439535ceebae999cba2f02789eb
Mortimer Ave / Coxwell Ave,7,16,23,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7194,1670103606,Mortimer Ave / Coxwell Ave,2022-12-03T21:42:40.631000Z,43.690564,-79.326319,09007b5f868cd54be0f040f9a9a75c42
Woodbine Subway Green P SMART,9,11,20,0.0,0,True,9,"['key', 'transitcard', 'phone']",False,1,1,7392,1670103498,Woodbine Subway Green P (SMART),2022-12-03T21:42:40.634000Z,43.686829,-79.311073,529844d4374640d1a589f7bdcf2617fb
Danforth Ave / Barrington Ave,2,12,15,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7083,1670103528,Danforth Ave / Barrington Ave,2022-12-03T21:42:40.636000Z,43.688325,-79.300463,7f29cbdced0d217c129cc9648f1becbe
Pacific Ave / Glenlake Ave,14,13,27,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7441,1670103699,Pacific Ave / Glenlake Ave - SMART,2022-12-03T21:42:40.637000Z,43.65716,-79.46478,722489dd6bf1f264c874454cf3f3f56a
High Park - West Rd,15,5,23,0.0,0,True,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7086,1670103654,High Park - West Rd,2022-12-03T21:42:40.662000Z,43.6525077,-79.4654233,90255da65a5396af7e18b556f1d3e618
Broadview Ave / Danforth Ave,2,13,15,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7388,1670103626,Broadview Ave / Danforth Ave,2022-12-03T21:42:40.663000Z,43.6772,-79.35858,b1bb117ee97b3fef3ac3b57ae12329f8
Church St  / Wood St,1,15,19,102.08,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7089,1670103664,Church St / Wood St,2022-12-03T21:42:40.665000Z,43.662712,-79.379903,524590c5d3e31674dbdbda29cf6a13c6
College Park- Gerrard Entrance,2,22,25,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7389,1670103714,College Park- Gerrard Entrance,2022-12-03T21:42:40.669000Z,43.658938,-79.383518,135f69ed3bde48aaf1d0006b4f080149
Danforth Ave / Coxwell Ave,5,10,15,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7088,1670103561,Danforth Ave / Coxwell Ave,2022-12-03T21:42:40.679000Z,43.683378,-79.322961,fe97ae335b31b6c455f340f397904d38
12 Harbour St,12,2,15,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7383,1670103655,12 Harbour St,2022-12-03T21:42:40.688000Z,43.6425636,-79.3762,d8db167197846ff7cbe59c9a35aed587
Howard Park Ave / Dundas St W - SMART,8,4,12,0.0,0,True,8,"['key', 'transitcard', 'phone']",False,1,1,7247,1670103740,Howard Park Ave / Dundas St W,2022-12-03T21:42:40.697000Z,43.6521,-79.4486,391a459d2ca6e2c8eefa90736b2e9142
Yonge St / Bloor St,0,13,14,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7246,1670103650,Yonge St / Bloor St,2022-12-03T21:42:40.698000Z,43.669969,-79.386532,97a0a3eefa88468c8389efa6bbbd2f50
Dufferin Gate - SMART,16,0,16,0.0,0,True,16,"['key', 'transitcard', 'phone']",False,1,1,7244,1670103667,Dufferin Gate,2022-12-03T21:42:40.700000Z,43.633473,-79.425679,0ac5489c6a4750403c053598153880b0
Lake Shore Blvd W / Ontario Dr,1,32,35,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7242,1670103657,Lake Shore Blvd W / Ontario Dr (Ontario Place),2022-12-03T21:42:40.702000Z,43.630254,-79.420317,0e89e5d6c910f6df787cd9c903ade959
Bloor St W / Shaw Ave - SMART,11,23,34,0.0,0,True,11,"['key', 'transitcard', 'phone']",False,1,1,7240,1670103744,Bloor St W / Shaw Ave,2022-12-03T21:42:40.703000Z,43.662403,-79.423098,d0d6832dcab19b3cb35c2474d2e8c088
Concord Av / Dewson St,0,17,17,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7360,1670103702,Concord Av / Dewson St,2022-12-03T21:42:40.704000Z,43.656945,-79.424911,beb87ea54499f95a614653924c99b9c4
Hocken Ave./Vaughan Rd.,5,14,19,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7361,1670103535,Hocken Ave./Vaughan Rd.,2022-12-03T21:42:40.705000Z,43.6817346,-79.4184725,d8c6779ffdcc8889412fd4c9b0a08c35
St Clair Ave W / Bathurst St.,5,14,19,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7362,1670103583,St Clair Ave W / Bathurst St.,2022-12-03T21:42:40.706000Z,43.683296,-79.418734,fba4560a5641afdb69a97d04466ef788
Queen St E / Nursewood Rd (Neville Park Loop),7,11,18,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7364,1670103585,Queen St E / Nursewood Rd (Neville Park Loop),2022-12-03T21:42:40.708000Z,43.673831,-79.281455,a943462e1ee05f0073b647a5b787f81d
Kew Beach Ave / Kenilworth Ave,15,8,23,0.0,0,True,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7365,1670103562,Kew Beach Ave / Kenilworth Ave,2022-12-03T21:42:40.709000Z,43.666325,-79.3014,e3c4ef5e47b905992ebcd262cc3df594
Dovercourt Rd / Harrison St (Green P) - SMART,5,7,12,0.0,0,True,5,"['key', 'transitcard', 'phone']",False,1,1,7249,1670103637,Dovercourt Rd / Harrison St (Green P) - SMART,2022-12-03T21:42:40.709000Z,43.651145,-79.423742,044fd938d016b91837e9b02be913b5c7
Baldwin Ave / Spadina Ave - SMART,15,3,20,0.0,0,True,15,"['key', 'transitcard', 'phone']",False,1,1,7248,1670103565,Baldwin Ave / Spadina Ave,2022-12-03T21:42:40.710000Z,43.654905,-79.398448,c8cc2df4c8343778481f7f7c53499df7
Frederick St / King St E,21,1,23,0.0,0,True,21,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7432,1670103527,Frederick St / King St E,2022-12-03T21:42:40.714000Z,43.651118,-79.369411,db9bcdbd258af5174a3e6d725807957e
College St / Borden St,0,9,11,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7023,1670103574,College St / Borden St,2022-12-03T21:42:40.721000Z,43.6571,-79.4056,2037c7d47c8b7babcd2c4a058a66a6c8
Phoebe St / Spadina Ave,23,1,26,,0,True,23,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7020,1670103686,Phoebe St / Spadina Ave,2022-12-03T21:42:40.723000Z,43.650033,-79.396555,2ccced1dbd563c3842d265b565098de1
Beverley  St / Dundas St W,17,11,31,0.0,0,True,17,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7027,1670103699,Beverley  St / Dundas St W,2022-12-03T21:42:40.724000Z,43.652823,-79.393388,73555343619c6b9d1253029204bbd5cd
Bay St / St. Joseph St,4,9,15,,0,True,4,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7026,1670103476,Bay St / St. Joseph St,2022-12-03T21:42:40.725000Z,43.665527,-79.387499,d4c9a3af6604468422edfb03f56462db
Gould St / Mutual St,10,20,31,,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7028,1670103519,Gould St / Mutual St,2022-12-03T21:42:40.727000Z,43.6582,-79.3768,6e0b53806a9d068b042fa21bd67c5418
Riverdale Park North (Broadview Ave),7,8,15,0.0,2,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7097,1670103516,Riverdale Park North (Broadview Ave),2022-12-03T21:42:40.737000Z,43.671172,-79.354704,c6f56ec0831b791abbce0992adba6318
Danforth Ave / Ellerbeck St,0,13,14,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7095,1670103667,Danforth Ave / Ellerbeck St,2022-12-03T21:42:40.738000Z,43.677076,-79.35667,3b2853992a1700739c8fa569801e1c48
Pape Subway Green P,7,8,15,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7092,1670103483,Pape Subway Green P,2022-12-03T21:42:40.739000Z,43.680223,-79.344062,18f8c64419b95e0c4692621928ce7dd6
Danforth Ave / Gough Ave,14,3,17,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7093,1670103526,Danforth Ave / Gough Ave,2022-12-03T21:42:40.740000Z,43.678401,-79.346289,a9f7723da0cc432f4d057e3ceede292e
Danforth Ave / Lamb Ave,8,9,19,0.0,0,True,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7090,1670103738,Danforth Ave / Lamb Ave,2022-12-03T21:42:40.741000Z,43.681991,-79.329455,79b67fbfd130d41c9162e805a9e755be
King St W / Stafford St,0,12,15,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7158,1670103600,King St W / Stafford St,2022-12-03T21:42:40.741000Z,43.6422222,-79.41111111111111,667cd54aa27ec06620753f3d19a78b3d
Bathurst St / Lennox St,2,16,19,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7155,1670103629,Bathurst St / Lennox St,2022-12-03T21:42:40.749000Z,43.663808,-79.410491,37b46f2e5573e69f5451dc09c0c14660
Bathurst Subway Station,14,9,23,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7154,1670103500,Bathurst Subway Station,2022-12-03T21:42:40.750000Z,43.6666667,-79.41166666666668,8db545a0135f7b92022fbdbbc75af6c4
Bloor St W / Christie St,12,0,19,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7153,1670103501,Bloor St W / Christie St,2022-12-03T21:42:40.752000Z,43.6638889,-79.41888888888889,78ac4436b3398ac55b47569863af6c41
Ossington Ave / Bloor St W,5,6,11,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7152,1670103652,Ossington Ave / Bloor St W,2022-12-03T21:42:40.753000Z,43.661705,-79.425734,6d45f03d18059ba5e61f0d44a0cea59d
Essex St / Christie St - SMART,5,12,19,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7151,1670103537,Essex St / Christie St,2022-12-03T21:42:40.755000Z,43.6686111,-79.42027777777778,cf1adac21d23e26855ea06278b5cd149
Westmoreland Ave / Fernbank Ave,6,11,19,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7296,1670103593,Westmoreland Ave / Fernbank Ave,2022-12-03T21:42:40.760000Z,43.665327,-79.43235,3863dd61e00ea66710f789ae4297a2d2
Havelock St / Dufferin Park,12,7,19,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7297,1670103633,Havelock St / Dufferin Park,2022-12-03T21:42:40.761000Z,43.657343,-79.43112,46bdd4a2b7715a9e32917b830777f17f
Bathurst St / Adelaide St W,21,3,25,0.0,0,True,21,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7298,1670103658,Bathurst St / Adelaide St W,2022-12-03T21:42:40.761000Z,43.645324,-79.40345,6ac9cdf0b92883715b404d41c779af0b
Mill St / Parliament St,12,3,15,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7299,1670103683,Mill St / Parliament St,2022-12-03T21:42:40.762000Z,43.650256,-79.36163,a0582ad73e21704a28197ee3c0aa4bcd
Ossington Ave / Harrison St,8,9,19,0.0,0,True,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7209,1670103473,Ossington Ave / Harrison St,2022-12-03T21:42:40.772000Z,43.651111111111106,-79.4213888888889,bc19a4e6924e29937e76c9e82b55584c
80 Clinton St (North of College),10,5,15,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7208,1670103613,80 Clinton St (North of College),2022-12-03T21:42:40.773000Z,43.656296,-79.414663,71debce521f35fd4e280e8ee1e2dd8cc
Dundas St W / Crawford St,17,3,23,0.0,0,True,17,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7207,1670103617,Dundas St W / Crawford St,2022-12-03T21:42:40.777000Z,43.649722,-79.416944,9d62413fcaba8ee2d11737b28e8651be
Claremont St / Dundas St W,3,8,13,0.0,0,True,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7206,1670103666,Claremont St / Dundas St W,2022-12-03T21:42:40.778000Z,43.651281,-79.411717,5dd14c8888280d1274f6ad3e04f6d6cd
Rusholme Park Cres / College St,1,14,15,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7205,1670103581,Rusholme Park Cres / College St,2022-12-03T21:42:40.779000Z,43.65277778,-79.42972222,d7bb48a755f69109f6584df0a207c9b2
College St / Crawford St,7,10,19,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7204,1670103520,College St / Crawford St,2022-12-03T21:42:40.779000Z,43.655,-79.418889,e53f168eadc3a7e3b9704193c739cb12
Gerrard Square Mall (1010 Gerrard St E),19,0,19,0.0,0,True,19,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7337,1670103622,Gerrard Square Mall (1010 Gerrard St E),2022-12-03T21:42:40.787000Z,43.668553,-79.338673,a0a11d15c4bd8231d739f71d85a8f29c
Queen St E / Alton Av,18,1,19,0.0,0,True,18,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7336,1670103508,Queen St E / Alton Av,2022-12-03T21:42:40.787000Z,43.663912,-79.327987,3e05658e4bcad33e9d606744235dadcc
Simcoe St / Wellington St North,13,2,15,0.0,0,True,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7334,1670103585,Simcoe St / Wellington St 2,2022-12-03T21:42:40.789000Z,43.6462176,-79.3855048,ab92855299769ca50b1354e489b31a31
Coxwell Ave / Plains Rd,12,7,19,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7331,1670103612,Coxwell Ave / Plains Rd,2022-12-03T21:42:40.791000Z,43.69595,-79.328535,20671fface2f37dd6d2d4263534c29e5
Carlaw Ave / Strathcona Ave,0,14,15,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7339,1670103505,Carlaw Ave / Strathcona Ave,2022-12-03T21:42:40.792000Z,43.6753188,-79.3462789,67862da2d3680a6eaa417b8ce2d945d4
Logan Ave / Bain Ave,6,5,11,0.0,1,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7338,1670103479,Logan Ave / Bain Ave,2022-12-03T21:42:40.793000Z,43.6720273,-79.3470557,fbf3bb78beefa587d54c8b24e2533469
Liberty St / Fraser Ave Green P,15,3,19,0.0,0,True,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7112,1670103547,Liberty St / Fraser Ave Green P,2022-12-03T21:42:40.800000Z,43.637981,-79.424146,f42363acf4af847ca6fcdbe9b48c8290
King St W / Douro St,6,5,11,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7111,1670103723,King St W / Douro St,2022-12-03T21:42:40.800000Z,43.640885,-79.416379,3c85f738ad60e03252f1d62fec2f34d6
Queen St E / Berkeley St,15,0,15,0.0,0,True,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7110,1670103664,Queen St E / Berkeley St,2022-12-03T21:42:40.801000Z,43.6552778,-79.36583333333333,c7948cf5155f3ddaefa9a8279f203b5a
Howard St / Sherbourne St,1,13,15,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7115,1670103584,Howard St / Sherbourne St,2022-12-03T21:42:40.803000Z,43.6712581,-79.376367,908d3c912d6d67c7a5e2bb94d1ae7df3
Carlton St / Parliament St,6,9,15,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7114,1670103518,Carlton St / Parliament St,2022-12-03T21:42:40.804000Z,43.664524,-79.36793,13e6abf323682b291aadb3371ce32cc7
Sumach St / Carlton St. (Riverdale Farm),7,7,15,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7119,1670103721,Sumach St / Carlton St (Riverdale Farm),2022-12-03T21:42:40.805000Z,43.665867,-79.362506,e46a04a7825e44fa858bc0cb00a4458a
King St W / Bay St (East Side),16,2,19,0.0,0,True,16,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7118,1670103653,King St W / Bay St (East Side),2022-12-03T21:42:40.805000Z,43.648575,-79.380042,5db77b72334a7b8823a28662a03f8e38
